--------- beginning of system
01-01 01:10:12.629  1392  1392 W StatusBar: animate_trace: animateCollapsePanels entry: flags=0: force=false
01-01 01:10:12.630  1151  1288 I ActivityManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.daimler.rse.ntg6/.StartUpActivity (has extras)} from uid 1000
01-01 01:10:12.632  1519  1519 V Activity: onDestroy md59d95dbab71941e137ef724fbceda5f0e.MainOverlayActivity@67cbab3
--------- beginning of main
01-01 01:10:12.635  1519  1519 I TelephonyRse|HMI_Common.HMIBackend.Telephony.TelephonyBackend: MBUX App Method: UnSubscribeBtEvents |Line No: 51 |Log Type: Information |Message: UnSubscribing bluetooth events.
01-01 01:10:12.636  1519  1519 I Connectivity|HMI_Common.Activities.MainOverlayActivity: MBUX App Method: DeRegisterEntertainmentSharingEvents |Line No: 487 |Log Type: Critical |Message: OnDestroy:  for MainOverlayActivity...UN-registering for EntertainmentBackendEvents!!
01-01 01:10:12.636  1519  1519 I AudioManagement|HMI_Common.Activities.MainOverlayActivity: MBUX App Method: SubscribeEntertainmentSharingEvent |Line No: 31 |Log Type: Critical |Message: SetEntertainmentLister: False RegisterEntertainmentSharingEvents for ComponentInfo{com.daimler.rse.ntg6/md59d95dbab71941e137ef724fbceda5f0e.MainOverlayActivity}
01-01 01:10:12.636  1519  1519 I HomeScreen|HMI_Common.HMIBackend.CommonControlsBackend.BaseScreenBackend: MBUX App Method: IsAppKeepAliveSuccess |Line No: 775 |Log Type: Critical |Message: App Authentication Status : Checking keep alive status for : Player & status : True
01-01 01:10:12.636  1519  1519 I HomeScreen|HMI_Common.HMIBackend.CommonControlsBackend.BaseScreenBackend: MBUX App Method: IsAppKeepAliveSuccess |Line No: 775 |Log Type: Critical |Message: App Authentication Status : Checking keep alive status for : Tuner & status : True
01-01 01:10:12.636  1519  1519 I BaseScreen|HMI_Common.Activities.MainOverlayActivity: MBUX App Method: GetHMI2LaunchedFlag |Line No: 1231 |Log Type: Critical |Message: UpdateSharedPrefForRseRebooted() called
01-01 01:10:12.636  1519  1519 I HomeScreen|HMI_Common.Activities.MainOverlayActivity: MBUX App Method: RemoveScreenOnOffEvents |Line No: 1909 |Log Type: Critical |Message: RemoveScreenOnOffEvents called : HMI2 Launched : False
01-01 01:10:12.639  3739  3739 V Activity: onPause com.panasonic.hmi2settings.activity.WifiActivity@ef0efd6
01-01 01:10:12.648  1151  1262 D WindowManager: addToDisplay >>> FLAG_FULLSCREEN set in WindowManager.LayoutParams
01-01 01:10:12.648  1151  1262 D WindowManager: startStatusReceiverServiceOnFlagSet: creating intent for action ACTION_ACTIVITY_FULLSCREEN
