--------- beginning of system
01-01 00:17:04.140  2677  2691 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1476 android.content.ContextWrapper.startService:650 com.panasonic.dairse.vcpupersistence.VCPUPersistenceService$1.executeLinuxCommand:392 com.panasonic.dairse.vcpupersistence.IVCPUPersistenceService$Stub.onTransact:437 android.os.Binder.execTransact:706 
01-01 00:17:05.040  1392  1392 W StatusBar: animate_trace: animateCollapsePanels entry: flags=0: force=false
01-01 00:17:05.041  1151  1288 I ActivityManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.daimler.rse.ntg6/.StartUpActivity (has extras)} from uid 1000
01-01 00:17:05.043  1519  1519 V Activity: onDestroy md59d95dbab71941e137ef724fbceda5f0e.MainOverlayActivity@f5ef670
01-01 00:17:05.048  3739  3739 V Activity: onPause com.panasonic.hmi2settings.activity.WifiActivity@75d340d
01-01 00:17:05.057  1151  1262 D WindowManager: addToDisplay >>> FLAG_FULLSCREEN set in WindowManager.LayoutParams
01-01 00:17:05.057  1151  1262 D WindowManager: startStatusReceiverServiceOnFlagSet: creating intent for action ACTION_ACTIVITY_FULLSCREEN
01-01 00:17:05.058  1151  1262 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1476 com.android.server.wm.Session.startStatusReceiverServiceOnFlagSet:762 com.android.server.wm.Session.addToDisplay:214 android.view.ViewRootImpl.setView:737 android.view.WindowManagerGlobal.addView:356 
01-01 00:17:05.073  1151  1262 D WindowManager: startStatusReceiverServiceOnFlagSet: startService done
01-01 00:17:05.075  1151  1262 D WindowManager: relayout packageName=com.daimler.rse.ntg6::session=Session{2188d47 1151:1000}::window=android.view.ViewRootImpl$W@5d03a8::attrs.flags=81830518
01-01 00:17:05.075  1151  1262 D WindowManager: relayout >>> FLAG_FULLSCREEN set in WindowManager.LayoutParams
01-01 00:17:05.075  1151  1262 D WindowManager: startStatusReceiverServiceOnFlagSet: creating intent for action ACTION_ACTIVITY_FULLSCREEN
01-01 00:17:05.076  1151  1262 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1476 com.android.server.wm.Session.startStatusReceiverServiceOnFlagSet:762 com.android.server.wm.Session.relayout:273 android.view.ViewRootImpl.relayoutWindow:6181 android.view.ViewRootImpl.performTraversals:1921 
01-01 00:17:05.076  1151  1262 D WindowManager: startStatusReceiverServiceOnFlagSet: startService done
01-01 00:17:05.088  1519  1519 V Activity: onDestroy md59d95dbab71941e137ef724fbceda5f0e.SettingsBaseActivity@bf16066
01-01 00:17:05.117  1519  1519 V Activity: onStart com.daimler.rse.ntg6.StartUpActivity@6d639f8
01-01 00:17:05.124  1151  4493 I ActivityManager: START u0 {cmp=com.daimler.rse.ntg6/md59d95dbab71941e137ef724fbceda5f0e.MainOverlayActivity} from uid 10027
01-01 00:17:05.133  1519  1519 V Activity: onResume com.daimler.rse.ntg6.StartUpActivity@6d639f8
01-01 00:17:05.139  1151  1539 D WindowManager: relayout packageName=com.daimler.rse.ntg6::session=Session{6485514 1519:u0a10027}::window=android.view.IWindow$Stub$Proxy@15ab4f9::attrs.flags=81810500
01-01 00:17:05.139  1151  1539 D WindowManager: relayout >>> FLAG_FULLSCREEN set in WindowManager.LayoutParams
01-01 00:17:05.139  1151  1539 D WindowManager: startStatusReceiverServiceOnFlagSet: creating intent for action ACTION_ACTIVITY_FULLSCREEN
01-01 00:17:05.139  1151  1539 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1476 com.android.server.wm.Session.startStatusReceiverServiceOnFlagSet:762 com.android.server.wm.Session.relayout:273 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:166 
